CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,R_Num,F_Num,M_Num,RFM_Numeric,RFM_Score,Segment
14499,1388,1,2438.6285338175257,1,1,2,1,1,2,4,112,Inactive
16295,900,3,3626.8313772856645,2,4,3,2,4,3,9,243,At-Risk
16197,59,2,3225.0340150839197,4,4,3,4,4,3,11,443,VIP
19888,1387,1,270.0245910209269,1,1,1,1,1,1,3,111,Inactive
11648,1387,1,1721.710260014778,1,1,2,1,1,2,4,112,Inactive
15539,909,2,3729.4911212428046,2,4,3,2,4,3,9,243,At-Risk
19637,1386,1,51.58306645930629,1,1,1,1,1,1,3,111,Inactive
14199,417,2,1891.823693611862,3,4,2,3,4,2,9,342,Loyal
18445,433,2,9903.74067213119,3,4,4,3,4,4,11,344,VIP
12557,1385,1,3978.7737299404803,1,1,3,1,1,3,5,113,Inactive
10098,1385,1,3844.4988083656563,1,1,3,1,1,3,5,113,Inactive
12200,1385,1,508.95004519405137,1,1,1,1,1,1,3,111,Inactive
12961,241,2,1742.8580449044512,4,4,2,4,4,2,10,442,Loyal
14973,1384,1,673.2785928092028,1,1,1,1,1,1,3,111,Inactive
14433,1384,1,1746.3926859796684,1,1,2,1,1,2,4,112,Inactive
12869,1383,1,7435.259247281671,1,1,4,1,1,4,6,114,Inactive
10956,257,4,8965.950286237798,4,4,4,4,4,4,12,444,VIP
18352,1383,1,4951.601546344616,1,1,4,1,1,4,6,114,Inactive
15699,888,3,7971.960763337566,2,4,4,2,4,4,10,244,At-Risk
16944,1382,1,58.48760931419409,1,1,1,1,1,1,3,111,Inactive
14493,503,3,9597.850767223244,3,4,4,3,4,4,11,344,VIP
19492,1382,1,2248.4525434071634,1,1,2,1,1,2,4,112,Inactive
14911,1381,1,1208.4106643773819,1,1,2,1,1,2,4,112,Inactive
13987,1381,1,517.763374896718,1,1,1,1,1,1,3,111,Inactive
19719,1381,1,1694.8361159437359,1,1,2,1,1,2,4,112,Inactive
16015,1380,1,1447.9914185440218,1,1,2,1,1,2,4,112,Inactive
11218,1051,2,10173.961757165129,1,4,4,1,4,4,9,144,At-Risk
14496,1380,1,3165.691750534403,1,1,3,1,1,3,5,113,Inactive
14735,226,2,7537.721577543078,4,4,4,4,4,4,12,444,VIP
19146,224,3,8326.526349689993,4,4,4,4,4,4,12,444,VIP
18050,1379,1,810.655851207667,1,1,1,1,1,1,3,111,Inactive
13446,1378,1,544.085391334218,1,1,1,1,1,1,3,111,Inactive
11045,1378,1,729.5053655086133,1,1,1,1,1,1,3,111,Inactive
16893,1378,1,4333.905344445619,1,1,3,1,1,3,5,113,Inactive
11693,1346,2,9213.832911007195,1,4,4,1,4,4,9,144,At-Risk
13436,1377,1,2275.438607321613,1,1,2,1,1,2,4,112,Inactive
18754,812,2,2797.04463332582,2,4,3,2,4,3,9,243,At-Risk
15895,956,3,5752.701596213725,2,4,4,2,4,4,10,244,At-Risk
13354,137,2,348.1537461248587,4,4,1,4,4,1,9,441,Loyal
10225,1376,1,2914.523138299918,1,1,3,1,1,3,5,113,Inactive
14893,1376,1,1330.959960392011,1,1,2,1,1,2,4,112,Inactive
17022,1376,1,1897.3307451395394,1,1,2,1,1,2,4,112,Inactive
19151,1375,1,4276.533321180174,1,1,3,1,1,3,5,113,Inactive
15600,1375,1,1093.3778357257215,1,1,2,1,1,2,4,112,Inactive
17996,1375,1,832.4598175926337,1,1,1,1,1,1,3,111,Inactive
19007,1374,1,4872.021430252882,1,1,3,1,1,3,5,113,Inactive
17683,1374,1,2354.761648870497,1,1,2,1,1,2,4,112,Inactive
14642,1374,1,1603.4229692027068,1,1,2,1,1,2,4,112,Inactive
17679,1108,2,4709.73470986245,1,4,3,1,4,3,8,143,At-Risk
18208,1373,1,4781.478989021465,1,1,3,1,1,3,5,113,Inactive
17339,1373,1,5347.452501385753,1,1,4,1,1,4,6,114,Inactive
19435,748,5,11626.1617131405,2,4,4,2,4,4,10,244,At-Risk
12205,1372,1,3521.701502948027,1,1,3,1,1,3,5,113,Inactive
11069,1372,1,2990.9278907443922,1,1,3,1,1,3,5,113,Inactive
13444,1372,1,8558.723542650063,1,1,4,1,1,4,6,114,Inactive
11060,1371,1,6036.0988627790275,1,1,4,1,1,4,6,114,Inactive
13420,564,2,3635.9537749183555,3,4,3,3,4,3,10,343,VIP
10301,797,2,4390.200219604835,2,4,3,2,4,3,9,243,At-Risk
10606,1370,1,473.5436041529813,1,1,1,1,1,1,3,111,Inactive
10699,442,2,6238.407233478109,3,4,4,3,4,4,11,344,VIP
15088,1369,1,644.7902280019123,1,1,1,1,1,1,3,111,Inactive
19331,1369,1,799.0481195151016,1,1,1,1,1,1,3,111,Inactive
10190,1369,1,2565.6305794214486,1,1,2,1,1,2,4,112,Inactive
10980,1369,1,519.2117084206533,1,1,1,1,1,1,3,111,Inactive
12975,1368,1,2907.458078324244,1,1,3,1,1,3,5,113,Inactive
16102,468,2,3282.110586799464,3,4,3,3,4,3,10,343,VIP
13327,222,2,873.3066924016955,4,4,1,4,4,1,9,441,Loyal
13394,1367,1,5601.364388714911,1,1,4,1,1,4,6,114,Inactive
18319,384,2,4060.2237971528252,3,4,3,3,4,3,10,343,VIP
11816,1366,1,608.3160687767192,1,1,1,1,1,1,3,111,Inactive
15854,1366,1,74.26183325968461,1,1,1,1,1,1,3,111,Inactive
16709,1366,1,1709.8077347126532,1,1,2,1,1,2,4,112,Inactive
10569,1366,1,5737.127070687157,1,1,4,1,1,4,6,114,Inactive
15442,567,2,5607.23264358662,3,4,4,3,4,4,11,344,VIP
11895,93,3,9950.976491032114,4,4,4,4,4,4,12,444,VIP
12733,1365,1,4170.687730485657,1,1,3,1,1,3,5,113,Inactive
13863,1364,1,723.3329943365898,1,1,1,1,1,1,3,111,Inactive
17455,1364,1,129.17107637440876,1,1,1,1,1,1,3,111,Inactive
14014,1364,1,249.48528404849347,1,1,1,1,1,1,3,111,Inactive
11686,1364,1,2751.0990250929535,1,1,3,1,1,3,5,113,Inactive
13009,16,3,9669.568172314282,4,4,4,4,4,4,12,444,VIP
17806,1363,1,909.6385982049833,1,1,1,1,1,1,3,111,Inactive
10154,1363,1,109.18145854288936,1,1,1,1,1,1,3,111,Inactive
11409,6,3,8650.012089524997,4,4,4,4,4,4,12,444,VIP
10784,1362,1,2779.4083275399853,1,1,3,1,1,3,5,113,Inactive
18096,1362,1,5706.1601304775995,1,1,4,1,1,4,6,114,Inactive
17560,1343,2,7131.161952921517,1,4,4,1,4,4,9,144,At-Risk
17343,1361,1,1290.969744054609,1,1,2,1,1,2,4,112,Inactive
17206,7,4,17727.422154434447,4,4,4,4,4,4,12,444,VIP
15596,1361,1,1866.9494776265672,1,1,2,1,1,2,4,112,Inactive
15801,1360,1,5215.647942050659,1,1,4,1,1,4,6,114,Inactive
12806,70,2,8824.632437436298,4,4,4,4,4,4,12,444,VIP
10537,1360,1,574.6988831253863,1,1,1,1,1,1,3,111,Inactive
15986,1125,2,6158.584124646741,1,4,4,1,4,4,9,144,At-Risk
11841,1359,1,6164.942053046283,1,1,4,1,1,4,6,114,Inactive
18716,1359,1,6562.296303473198,1,1,4,1,1,4,6,114,Inactive
16971,713,2,1175.2721651899408,2,4,2,2,4,2,8,242,At-Risk
15625,1358,1,584.9723842140951,1,1,1,1,1,1,3,111,Inactive
12950,1358,1,8255.938539492732,1,1,4,1,1,4,6,114,Inactive
17992,1115,2,2212.7944330223454,1,4,2,1,4,2,7,142,At-Risk
14780,61,5,17075.50853177272,4,4,4,4,4,4,12,444,VIP
12368,543,3,13983.511294915854,3,4,4,3,4,4,11,344,VIP
16655,1357,1,61.63252684883985,1,1,1,1,1,1,3,111,Inactive
18173,1066,3,7341.368957141434,1,4,4,1,4,4,9,144,At-Risk
14495,1356,1,1874.3809965942526,1,1,2,1,1,2,4,112,Inactive
19163,1356,1,1815.941843183938,1,1,2,1,1,2,4,112,Inactive
16002,1356,1,2662.0032485969896,1,1,3,1,1,3,5,113,Inactive
16614,435,3,9383.513646573787,3,4,4,3,4,4,11,344,VIP
19358,1355,1,130.61389626226136,1,1,1,1,1,1,3,111,Inactive
15919,1355,1,8381.793920293501,1,1,4,1,1,4,6,114,Inactive
10853,1354,1,369.7331021957374,1,1,1,1,1,1,3,111,Inactive
14146,913,3,8840.035627149678,2,4,4,2,4,4,10,244,At-Risk
13769,1354,1,2622.575864192928,1,1,3,1,1,3,5,113,Inactive
10574,931,2,8522.208873316842,2,4,4,2,4,4,10,244,At-Risk
11148,1353,1,3866.626731949769,1,1,3,1,1,3,5,113,Inactive
16293,1353,1,3532.4582207634417,1,1,3,1,1,3,5,113,Inactive
16457,285,2,1817.0835274163405,4,4,2,4,4,2,10,442,Loyal
17509,1352,1,256.03724896712487,1,1,1,1,1,1,3,111,Inactive
19907,1352,1,5780.955381900931,1,1,4,1,1,4,6,114,Inactive
14777,1235,2,4378.149973897709,1,4,3,1,4,3,8,143,At-Risk
13854,88,3,3283.6560764302553,4,4,3,4,4,3,11,443,VIP
12491,1351,1,1157.5575897188019,1,1,2,1,1,2,4,112,Inactive
13124,934,2,597.9277224082382,2,4,1,2,4,1,7,241,At-Risk
15691,1351,1,354.4928732907953,1,1,1,1,1,1,3,111,Inactive
13051,1350,1,3854.6121559707444,1,1,3,1,1,3,5,113,Inactive
10004,1350,1,3210.5320540803746,1,1,3,1,1,3,5,113,Inactive
15222,1350,1,2872.628612258907,1,1,3,1,1,3,5,113,Inactive
15315,1350,1,8086.821323709344,1,1,4,1,1,4,6,114,Inactive
14869,719,2,4721.525046295565,2,4,3,2,4,3,9,243,At-Risk
