CustomerID,Recency,Frequency,Monetary,Segment,R_Score,F_Score,M_Score,RFM_Numeric
13581,1410,1,844.7593299988495,Inactive,1,1,1,3
17554,1409,1,3816.5012013935666,Inactive,1,1,3,5
17280,1409,1,2367.287167061968,Inactive,1,1,2,4
11636,460,2,714.924949756424,Loyal,3,4,1,8
13696,450,2,5442.507713365968,VIP,3,4,4,11
10698,181,3,8554.669156869755,VIP,4,4,4,12
14737,847,2,8457.079305617259,At-Risk,2,4,4,10
10854,1408,1,4276.648628032505,Inactive,1,1,3,5
18164,1407,1,3683.456466115784,Inactive,1,1,3,5
15855,1407,1,148.77732790362526,Inactive,1,1,1,3
16528,1406,1,5397.683154450011,Inactive,1,1,4,6
15249,880,2,8422.295122543142,At-Risk,2,4,4,10
15172,1406,1,380.10946854880854,Inactive,1,1,1,3
11707,1406,1,2196.6888966695014,Inactive,1,1,2,4
15791,996,2,8834.654593995485,At-Risk,2,4,4,10
19925,1405,1,375.16280129378583,Inactive,1,1,1,3
15535,1405,1,150.2755284427037,Inactive,1,1,1,3
14931,589,2,6750.568573115819,VIP,3,4,4,11
13510,1404,1,5421.553801025473,Inactive,1,1,4,6
10202,1404,1,3583.512125601761,Inactive,1,1,3,5
14218,1404,1,252.90808633744615,Inactive,1,1,1,3
18958,1403,1,678.2132513506472,Inactive,1,1,1,3
14389,1403,1,5423.59935078003,Inactive,1,1,4,6
12327,1371,2,3013.60070447793,At-Risk,1,4,3,8
18004,702,2,13799.465733887611,At-Risk,2,4,4,10
12931,67,2,3747.952321360688,VIP,4,4,3,11
17777,1402,1,215.74521191220018,Inactive,1,1,1,3
10197,1402,1,358.62107489416877,Inactive,1,1,1,3
17125,1401,1,1324.3183853159637,Inactive,1,1,2,4
11930,1401,1,1313.5094860356492,Inactive,1,1,2,4
16287,1392,2,6248.573066887351,At-Risk,1,4,4,9
18800,843,2,4459.4867858736125,At-Risk,2,4,3,9
19339,1400,1,2294.3355746640773,Inactive,1,1,2,4
14282,29,2,3471.8116505043463,VIP,4,4,3,11
12511,1399,1,3982.8898810510273,Inactive,1,1,3,5
19986,1399,1,1439.0822416705441,Inactive,1,1,2,4
10659,762,2,6999.713059776046,At-Risk,2,4,4,10
12811,1399,1,550.7150341846632,Inactive,1,1,1,3
17098,1398,1,2082.5242616463406,Inactive,1,1,2,4
16546,1398,1,2967.973549759141,Inactive,1,1,3,5
19561,1344,2,5613.524947048088,At-Risk,1,4,4,9
11986,1397,1,95.57055189047773,Inactive,1,1,1,3
18338,1397,1,5237.633645538147,Inactive,1,1,4,6
12911,1397,1,2080.4811729430157,Inactive,1,1,2,4
11734,1397,1,2494.042101898197,Inactive,1,1,2,4
11843,1396,1,6574.144893386784,Inactive,1,1,4,6
18680,490,3,6885.511374466549,VIP,3,4,4,11
12976,1396,1,3277.2199108529317,Inactive,1,1,3,5
11959,1395,1,5921.616255399537,Inactive,1,1,4,6
15759,1395,1,2398.0517883262037,Inactive,1,1,2,4
16694,1395,1,2981.129208576653,Inactive,1,1,3,5
12385,832,2,2472.6047904584343,At-Risk,2,4,2,8
14736,1394,1,1259.1739133429382,Inactive,1,1,2,4
11802,1394,1,1948.7100790047189,Inactive,1,1,2,4
18155,459,2,4316.731989375373,VIP,3,4,3,10
18120,436,3,16092.710678295853,VIP,3,4,4,11
16616,1393,1,6569.672938747244,Inactive,1,1,4,6
15534,1393,1,467.00759539142075,Inactive,1,1,1,3
14061,1392,1,268.957094113503,Inactive,1,1,1,3
10262,1392,1,5859.62203483233,Inactive,1,1,4,6
18815,1392,1,3670.1500170549,Inactive,1,1,3,5
19208,64,4,10905.187519285393,VIP,4,4,4,12
12049,1391,1,64.60502469576761,Inactive,1,1,1,3
15423,518,2,9218.041553847599,VIP,3,4,4,11
14548,1390,1,33.124291562910734,Inactive,1,1,1,3
13108,1390,1,1867.4896471903621,Inactive,1,1,2,4
17158,1390,1,4976.580480370302,Inactive,1,1,4,6
17400,1310,2,5734.083803564232,At-Risk,1,4,4,9
13170,586,3,3798.342048098202,VIP,3,4,3,10
19874,1346,2,55.36136153852388,At-Risk,1,4,1,6
12255,1012,2,1700.5138116854578,At-Risk,2,4,2,8
11154,1388,1,3509.9331693296454,Inactive,1,1,3,5
14499,1388,1,2438.6285338175257,Inactive,1,1,2,4
16295,900,3,3626.8313772856645,At-Risk,2,4,3,9
16197,59,2,3225.0340150839197,VIP,4,4,3,11
19888,1387,1,270.0245910209269,Inactive,1,1,1,3
11648,1387,1,1721.710260014778,Inactive,1,1,2,4
15539,909,2,3729.4911212428046,At-Risk,2,4,3,9
19637,1386,1,51.58306645930629,Inactive,1,1,1,3
14199,417,2,1891.823693611862,Loyal,3,4,2,9
18445,433,2,9903.74067213119,VIP,3,4,4,11
12557,1385,1,3978.7737299404803,Inactive,1,1,3,5
10098,1385,1,3844.4988083656563,Inactive,1,1,3,5
12200,1385,1,508.95004519405137,Inactive,1,1,1,3
12961,241,2,1742.8580449044512,Loyal,4,4,2,10
14973,1384,1,673.2785928092028,Inactive,1,1,1,3
14433,1384,1,1746.3926859796684,Inactive,1,1,2,4
12869,1383,1,7435.259247281671,Inactive,1,1,4,6
10956,257,4,8965.950286237798,VIP,4,4,4,12
18352,1383,1,4951.601546344616,Inactive,1,1,4,6
15699,888,3,7971.960763337566,At-Risk,2,4,4,10
16944,1382,1,58.48760931419409,Inactive,1,1,1,3
14493,503,3,9597.850767223244,VIP,3,4,4,11
19492,1382,1,2248.4525434071634,Inactive,1,1,2,4
14911,1381,1,1208.4106643773819,Inactive,1,1,2,4
13987,1381,1,517.763374896718,Inactive,1,1,1,3
19719,1381,1,1694.8361159437359,Inactive,1,1,2,4
16015,1380,1,1447.9914185440218,Inactive,1,1,2,4
11218,1051,2,10173.961757165129,At-Risk,1,4,4,9
14496,1380,1,3165.691750534403,Inactive,1,1,3,5
14735,226,2,7537.721577543078,VIP,4,4,4,12
19146,224,3,8326.526349689993,VIP,4,4,4,12
18050,1379,1,810.655851207667,Inactive,1,1,1,3
13446,1378,1,544.085391334218,Inactive,1,1,1,3
11045,1378,1,729.5053655086133,Inactive,1,1,1,3
16893,1378,1,4333.905344445619,Inactive,1,1,3,5
11693,1346,2,9213.832911007195,At-Risk,1,4,4,9
13436,1377,1,2275.438607321613,Inactive,1,1,2,4
18754,812,2,2797.04463332582,At-Risk,2,4,3,9
15895,956,3,5752.701596213725,At-Risk,2,4,4,10
13354,137,2,348.1537461248587,Loyal,4,4,1,9
10225,1376,1,2914.523138299918,Inactive,1,1,3,5
14893,1376,1,1330.959960392011,Inactive,1,1,2,4
17022,1376,1,1897.3307451395394,Inactive,1,1,2,4
19151,1375,1,4276.533321180174,Inactive,1,1,3,5
15600,1375,1,1093.3778357257215,Inactive,1,1,2,4
17996,1375,1,832.4598175926337,Inactive,1,1,1,3
19007,1374,1,4872.021430252882,Inactive,1,1,3,5
17683,1374,1,2354.761648870497,Inactive,1,1,2,4
14642,1374,1,1603.4229692027068,Inactive,1,1,2,4
17679,1108,2,4709.73470986245,At-Risk,1,4,3,8
18208,1373,1,4781.478989021465,Inactive,1,1,3,5
17339,1373,1,5347.452501385753,Inactive,1,1,4,6
19435,748,5,11626.1617131405,At-Risk,2,4,4,10
12205,1372,1,3521.701502948027,Inactive,1,1,3,5
11069,1372,1,2990.9278907443922,Inactive,1,1,3,5
13444,1372,1,8558.723542650063,Inactive,1,1,4,6
11060,1371,1,6036.0988627790275,Inactive,1,1,4,6
13420,564,2,3635.9537749183555,VIP,3,4,3,10
10301,797,2,4390.200219604835,At-Risk,2,4,3,9
10606,1370,1,473.5436041529813,Inactive,1,1,1,3
10699,442,2,6238.407233478109,VIP,3,4,4,11
15088,1369,1,644.7902280019123,Inactive,1,1,1,3
19331,1369,1,799.0481195151016,Inactive,1,1,1,3
10190,1369,1,2565.6305794214486,Inactive,1,1,2,4
10980,1369,1,519.2117084206533,Inactive,1,1,1,3
12975,1368,1,2907.458078324244,Inactive,1,1,3,5
16102,468,2,3282.110586799464,VIP,3,4,3,10
13327,222,2,873.3066924016955,Loyal,4,4,1,9
13394,1367,1,5601.364388714911,Inactive,1,1,4,6
18319,384,2,4060.2237971528252,VIP,3,4,3,10
11816,1366,1,608.3160687767192,Inactive,1,1,1,3
15854,1366,1,74.26183325968461,Inactive,1,1,1,3
16709,1366,1,1709.8077347126532,Inactive,1,1,2,4
10569,1366,1,5737.127070687157,Inactive,1,1,4,6
15442,567,2,5607.23264358662,VIP,3,4,4,11
11895,93,3,9950.976491032114,VIP,4,4,4,12
12733,1365,1,4170.687730485657,Inactive,1,1,3,5
13863,1364,1,723.3329943365898,Inactive,1,1,1,3
17455,1364,1,129.17107637440876,Inactive,1,1,1,3
14014,1364,1,249.48528404849347,Inactive,1,1,1,3
11686,1364,1,2751.0990250929535,Inactive,1,1,3,5
13009,16,3,9669.568172314282,VIP,4,4,4,12
17806,1363,1,909.6385982049833,Inactive,1,1,1,3
10154,1363,1,109.18145854288936,Inactive,1,1,1,3
11409,6,3,8650.012089524997,VIP,4,4,4,12
10784,1362,1,2779.4083275399853,Inactive,1,1,3,5
18096,1362,1,5706.1601304775995,Inactive,1,1,4,6
17560,1343,2,7131.161952921517,At-Risk,1,4,4,9
17343,1361,1,1290.969744054609,Inactive,1,1,2,4
17206,7,4,17727.422154434447,VIP,4,4,4,12
15596,1361,1,1866.9494776265672,Inactive,1,1,2,4
15801,1360,1,5215.647942050659,Inactive,1,1,4,6
12806,70,2,8824.632437436298,VIP,4,4,4,12
10537,1360,1,574.6988831253863,Inactive,1,1,1,3
15986,1125,2,6158.584124646741,At-Risk,1,4,4,9
11841,1359,1,6164.942053046283,Inactive,1,1,4,6
18716,1359,1,6562.296303473198,Inactive,1,1,4,6
16971,713,2,1175.2721651899408,At-Risk,2,4,2,8
15625,1358,1,584.9723842140951,Inactive,1,1,1,3
12950,1358,1,8255.938539492732,Inactive,1,1,4,6
17992,1115,2,2212.7944330223454,At-Risk,1,4,2,7
14780,61,5,17075.50853177272,VIP,4,4,4,12
12368,543,3,13983.511294915854,VIP,3,4,4,11
16655,1357,1,61.63252684883985,Inactive,1,1,1,3
18173,1066,3,7341.368957141434,At-Risk,1,4,4,9
14495,1356,1,1874.3809965942526,Inactive,1,1,2,4
19163,1356,1,1815.941843183938,Inactive,1,1,2,4
16002,1356,1,2662.0032485969896,Inactive,1,1,3,5
16614,435,3,9383.513646573787,VIP,3,4,4,11
19358,1355,1,130.61389626226136,Inactive,1,1,1,3
15919,1355,1,8381.793920293501,Inactive,1,1,4,6
10853,1354,1,369.7331021957374,Inactive,1,1,1,3
14146,913,3,8840.035627149678,At-Risk,2,4,4,10
13769,1354,1,2622.575864192928,Inactive,1,1,3,5
10574,931,2,8522.208873316842,At-Risk,2,4,4,10
11148,1353,1,3866.626731949769,Inactive,1,1,3,5
16293,1353,1,3532.4582207634417,Inactive,1,1,3,5
16457,285,2,1817.0835274163405,Loyal,4,4,2,10
17509,1352,1,256.03724896712487,Inactive,1,1,1,3
19907,1352,1,5780.955381900931,Inactive,1,1,4,6
14777,1235,2,4378.149973897709,At-Risk,1,4,3,8
13854,88,3,3283.6560764302553,VIP,4,4,3,11
12491,1351,1,1157.5575897188019,Inactive,1,1,2,4
13124,934,2,597.9277224082382,At-Risk,2,4,1,7
15691,1351,1,354.4928732907953,Inactive,1,1,1,3
13051,1350,1,3854.6121559707444,Inactive,1,1,3,5
10004,1350,1,3210.5320540803746,Inactive,1,1,3,5
15222,1350,1,2872.628612258907,Inactive,1,1,3,5
15315,1350,1,8086.821323709344,Inactive,1,1,4,6
14869,719,2,4721.525046295565,At-Risk,2,4,3,9
10876,1214,2,4654.715870021391,At-Risk,1,4,3,8
19183,1349,1,954.3287803235015,Inactive,1,1,1,3
17027,1018,2,754.2180931853534,At-Risk,2,4,1,7
14142,1348,1,579.733667761487,Inactive,1,1,1,3
16966,1348,1,2768.311942950549,Inactive,1,1,3,5
17079,1347,1,69.3068541176002,Inactive,1,1,1,3
17987,1347,1,7661.602991148616,Inactive,1,1,4,6
16799,56,2,1838.9845721073311,Loyal,4,4,2,10
14465,1347,1,9068.153805688526,Inactive,1,1,4,6
10635,1346,1,1619.701618914265,Inactive,1,1,2,4
14752,1345,1,450.4538508714546,Inactive,1,1,1,3
18311,1345,1,1084.8241758857882,Inactive,1,1,2,4
10830,765,2,7193.859242836365,At-Risk,2,4,4,10
15177,1345,1,809.7673677541908,Inactive,1,1,1,3
18932,1344,1,1775.250022436051,Inactive,1,1,2,4
18308,1344,1,3664.6500537431803,Inactive,1,1,3,5
15949,1343,1,425.7455192676119,Inactive,1,1,1,3
12838,1343,1,119.77188569306291,Inactive,1,1,1,3
11150,1343,1,90.56557425120742,Inactive,1,1,1,3
11931,1342,1,38.67952694255034,Inactive,1,1,1,3
19204,1342,1,3251.307734794651,Inactive,1,1,3,5
11664,1342,1,7781.4974647453355,Inactive,1,1,4,6
11081,1341,1,1450.988139979873,Inactive,1,1,2,4
10512,1341,1,3008.7904854354374,Inactive,1,1,3,5
17805,1341,1,70.32927275234749,Inactive,1,1,1,3
15237,763,2,6924.818372099331,At-Risk,2,4,4,10
10559,1340,1,275.6678459898732,Inactive,1,1,1,3
13672,133,2,10982.230540815319,VIP,4,4,4,12
17404,274,2,2238.155516149885,Loyal,4,4,2,10
13343,170,2,1252.2366834021766,Loyal,4,4,2,10
14070,1339,1,3620.617419644073,Inactive,1,1,3,5
19662,1339,1,1400.573277164702,Inactive,1,1,2,4
10580,434,2,6266.852369121021,VIP,3,4,4,11
17004,1338,1,2198.2589543361696,Inactive,1,1,2,4
18130,1338,1,998.622211970439,Inactive,1,1,2,4
13147,1338,1,1183.5715633658974,Inactive,1,1,2,4
14249,675,2,7362.857888984081,At-Risk,2,4,4,10
11679,875,2,2358.3477472419427,At-Risk,2,4,2,8
13506,1337,1,948.4264488760243,Inactive,1,1,1,3
17253,1336,1,611.3616312035713,Inactive,1,1,1,3
12744,1336,1,3303.922586509163,Inactive,1,1,3,5
15188,1335,1,882.9001333314422,Inactive,1,1,1,3
12141,1335,1,7143.216074340373,Inactive,1,1,4,6
16617,1335,1,1472.2336949080177,Inactive,1,1,2,4
12479,664,2,5480.502959285337,At-Risk,2,4,4,10
16484,1334,1,861.8801411946057,Inactive,1,1,1,3
19827,1334,1,1988.1086430280648,Inactive,1,1,2,4
17421,890,2,9162.081756292495,At-Risk,2,4,4,10
19949,185,2,8494.641927310946,VIP,4,4,4,12
14452,1333,1,5090.474667971589,Inactive,1,1,4,6
15881,1333,1,1738.2927301549148,Inactive,1,1,2,4
16665,1333,1,999.0362198441508,Inactive,1,1,2,4
12849,373,2,986.5880687927022,Loyal,3,4,2,9
17390,1332,1,2959.5136281399864,Inactive,1,1,3,5
16905,584,2,8996.53478957692,VIP,3,4,4,11
12489,1331,1,1636.8593448510555,Inactive,1,1,2,4
19823,1331,1,1102.7525850602874,Inactive,1,1,2,4
19207,1331,1,198.71630780922936,Inactive,1,1,1,3
19540,307,2,4316.611752850935,VIP,3,4,3,10
14611,1330,1,152.58543829389936,Inactive,1,1,1,3
12839,752,2,1327.9551681985604,At-Risk,2,4,2,8
18527,1330,1,1449.4887500091356,Inactive,1,1,2,4
15878,1329,1,5569.618166911895,Inactive,1,1,4,6
19087,693,2,1283.15967175907,At-Risk,2,4,2,8
16303,804,2,3920.093261627665,At-Risk,2,4,3,9
10851,1328,1,316.0277055965371,Inactive,1,1,1,3
11687,1328,1,2465.1544237866806,Inactive,1,1,2,4
16833,1328,1,41.18420032490518,Inactive,1,1,1,3
12427,1328,1,5577.285218507847,Inactive,1,1,4,6
19760,1327,1,2965.9445172072583,Inactive,1,1,3,5
14000,613,4,15661.698529727617,VIP,3,4,4,11
15052,1327,1,5272.364627817131,Inactive,1,1,4,6
12738,1326,1,314.1531652467611,Inactive,1,1,1,3
15732,1163,2,6807.953890043623,At-Risk,1,4,4,9
15387,1089,2,7171.404233051577,At-Risk,1,4,4,9
18002,138,2,1811.8967996626952,Loyal,4,4,2,10
15536,1325,1,1390.715382517467,Inactive,1,1,2,4
13913,1325,1,590.1672292958992,Inactive,1,1,1,3
11066,1325,1,7006.654895165839,Inactive,1,1,4,6
17723,1324,1,89.96139700391747,Inactive,1,1,1,3
14380,1152,2,16918.923514979855,At-Risk,1,4,4,9
14107,862,3,5399.885185765172,At-Risk,2,4,4,10
15726,1324,1,1640.4634831849219,Inactive,1,1,2,4
13373,206,2,1850.7581498184318,Loyal,4,4,2,10
18945,1323,1,464.9309648278466,Inactive,1,1,1,3
12082,1323,1,883.2047357746252,Inactive,1,1,1,3
18967,510,2,4128.098322354428,VIP,3,4,3,10
16748,657,2,1717.2463399463977,At-Risk,2,4,2,8
19817,754,2,8195.515448596852,At-Risk,2,4,4,10
10417,1321,1,927.3707885030167,Inactive,1,1,1,3
18306,318,2,2629.9406125540836,VIP,3,4,3,10
18808,1321,1,4108.910291483109,Inactive,1,1,3,5
13974,1321,1,2485.1980992258204,Inactive,1,1,2,4
13267,611,3,1565.427964723547,Loyal,3,4,2,9
10825,1320,1,300.11685373917294,Inactive,1,1,1,3
17668,1320,1,455.05868383264936,Inactive,1,1,1,3
15745,1319,1,280.90246815935274,Inactive,1,1,1,3
19708,1319,1,874.3860772983319,Inactive,1,1,1,3
10412,1319,1,1948.4773346547333,Inactive,1,1,2,4
17543,1319,1,4270.448641869387,Inactive,1,1,3,5
17587,209,2,1910.0001710817473,Loyal,4,4,2,10
10728,1311,2,11659.991136330793,At-Risk,1,4,4,9
17164,1318,1,4080.9803771115085,Inactive,1,1,3,5
18867,1317,1,2684.3488066136983,Inactive,1,1,3,5
15988,1317,1,2273.5424380253276,Inactive,1,1,2,4
